Ticker,Company,Status,Method,Data Quality,Current Price,Current TTM EPS,Current TTM PE,Historical EPS Reports Used,PE_90D_Count,PE_90D_Min,PE_90D_Max,PE_90D_Mean,PE_90D_Median,PE_90D_Std,PE_90D_P10,PE_90D_P90,PE_90D_Current_ZScore,PE_90D_Current_Percentile,Value_90D_Min,Value_90D_Max,Value_90D_Mean,Value_90D_Lower_1Std,Value_90D_Upper_1Std,Value_90D_P10,Value_90D_P90,PE_180D_Count,PE_180D_Min,PE_180D_Max,PE_180D_Mean,PE_180D_Median,PE_180D_Std,PE_180D_P10,PE_180D_P90,PE_180D_Current_ZScore,PE_180D_Current_Percentile,Value_180D_Min,Value_180D_Max,Value_180D_Mean,Value_180D_Lower_1Std,Value_180D_Upper_1Std,Value_180D_P10,Value_180D_P90
GOOG,Alphabet Inc.,OK,SEC point-in-time,High,355.03,13.11,27.080854,37,62,25.529367081724352,32.24051702254134,28.869423219466647,29.045767242175582,1.693293462912648,26.950496205112394,31.22081491927324,-1.0562665353884468,0.12903225806451613,334.69000244140625,422.67317816551696,378.4781384072077,356.27906110842287,400.6772157059926,353.3210052490235,409.3048835916722,124,25.267346405960915,34.04738340537852,29.174661542402944,28.781221091581866,2.0767092228660493,26.950648443831643,32.6446195792587,-1.0082333719851733,0.11290322580645161,331.25491138214755,446.36119644451236,382.47981282090257,355.25415490912866,409.7054707326765,353.3230010986328,427.97096268408154
MSFT,Microsoft Corporation,OK,SEC point-in-time,High,385.1,16.8,22.92262,67,62,21.00178491501581,27.41190410795666,24.419624679494667,24.57421541107486,1.5088012412156118,22.287916819254555,26.518011516597287,-0.9921815005192874,0.20967741935483872,352.8299865722656,460.5199890136719,410.2496946155104,384.9018337630882,435.5975554679327,374.43700256347654,445.50259347883446,124,21.00178491501581,34.18065338351818,25.30514091987446,24.844415779355742,2.7610170749746565,22.875237782796223,27.321541130729138,-0.8629142287706901,0.12903225806451613,352.8299865722656,574.2349768431054,425.12636745389096,378.7412805943167,471.5114543134652,384.3039947509766,459.00189099624953
META,"Meta Platforms, Inc.",OK,SEC point-in-time,High,669.21,27.47,24.361486,55,62,19.740727095170456,29.312472873263886,23.190840963105423,22.193999689275568,2.886192027862101,20.515017311789773,28.57799154893039,0.4056019230853855,0.7903225806451613,542.2777733043324,805.2136298285589,637.052401256506,557.7687062511341,716.3360962618779,563.547525554865,785.0374278491179,124,19.740727095170456,31.430821522290067,25.210189700372712,25.949765753877976,3.1425325278053955,21.214800914417616,28.732950690453382,-0.2700699810943277,0.4274193548387097,542.2777733043324,863.4046672173081,692.5239110692384,606.1985425304241,778.8492796080526,582.7705811190518,789.2941554667544
AMZN,"Amazon.com, Inc.",OK,SEC point-in-time,High,245.34,7.81,31.413572,67,62,27.154305563018653,36.818687619857045,31.408334276364354,31.690789181649972,2.5784880738207865,28.4729664633719,34.936540888276895,0.0020313158276057774,0.46774193548387094,212.07512644717568,287.5539503110835,245.2990906984056,225.16109884186525,265.43708255494596,222.37386807893452,272.8543843374425,124,27.154305563018653,36.818687619857045,30.98908843975256,29.89965371014563,2.4193936785795063,28.481100347053495,34.60712672457826,0.17545038825457474,0.5725806451612904,212.07512644717568,287.5539503110835,242.02478071446748,223.12931608476154,260.92024534417345,222.43739371048778,270.2816597189562
AAPL,Apple Inc.,OK,SEC point-in-time,High,315.32,8.25,38.220608,67,62,32.7632894395273,38.28329312599312,35.68072968773762,35.66464846705698,1.5129639041680778,33.740252144729034,37.76961245779263,1.6787434949804472,0.9838709677419355,270.29713787610024,315.83716828944324,294.3660199238353,281.88406771444875,306.84797213322196,278.35708019401454,311.5993027767892,124,31.218987959849684,38.28329312599312,34.47491160944495,34.365633751757315,1.7962157653681294,32.14202455931072,37.35351082199134,2.085326530795356,0.9919354838709677,257.5566506687599,315.83716828944324,284.41802077792084,269.5992407136338,299.2368008422079,265.17170261431346,308.1664642814286
NVDA,NVIDIA Corporation,OK,SEC point-in-time,High,210.96,6.53,32.30628,65,62,29.48392018059676,48.11020520268654,36.45916512919501,33.550535847545575,5.727551610215001,30.279020160482265,44.72591882822464,-0.7250716207931498,0.3709677419354839,192.52999877929685,314.1596399735431,238.07834829364342,200.67743627893944,275.47926030834736,197.72200164794918,292.06024994830693,94,29.48392018059676,48.11020520268654,36.529883513043515,36.318368717115746,4.692649432659968,30.656814224687135,43.401836473114635,-0.9000466737719675,0.24468085106382978,192.52999877929685,314.1596399735431,238.54013934017416,207.89713854490455,269.18314013544375,200.188996887207,283.4139921694386
AMD,"Advanced Micro Devices, Inc.",OK,SEC point-in-time,High,557.89,3.01,185.34552,63,62,93.14339691737914,190.4622862768955,150.0592088166947,153.09672371285862,25.447354485756446,108.07056239865861,177.8216452676742,1.3866396683024935,0.9838709677419355,280.36162472131116,573.2914816934554,451.67821853825103,375.0816815361241,528.2747555403779,325.2923928199624,535.2431522556993,124,72.05660262197819,190.4622862768955,119.16756433730706,117.94088579750999,38.12887330765528,75.520375377727,171.00590340035862,1.735638898341277,0.9919354838709677,216.89037389215432,573.2914816934554,358.6943686552942,243.92645999925182,473.4622773113366,227.31632988695827,514.7277692350794
AVGO,Broadcom Inc.,OK,SEC point-in-time,High,399.97,6.02,66.4402,34,62,59.97504362845778,93.87329577470153,75.25986237576616,78.71540210865163,9.365689884193202,62.259732720855865,83.49376061274063,-0.9416991684351417,0.3064516129032258,361.04976264331583,565.1172405637031,453.06437150211224,396.68291839926917,509.4458246049553,374.80359097955227,502.6324388886986,124,57.19493248774063,93.87329577470153,71.2242627536224,69.4412999183127,8.271965198433307,61.75973393952787,82.3504870676855,-0.5783465765219231,0.3225806451612903,344.31349357619854,565.1172405637031,428.7700617768068,378.9728312822383,478.5672922713753,371.79359831595775,495.7499321474667
NFLX,"Netflix, Inc.",OK,SEC point-in-time,High,73.37,3.1,23.667744,67,4,,,,,,,,,,,,,,,,,66,3.4895572646419106,42.60474344487245,31.895786237126885,36.09881344520055,11.085742368883464,3.7537594686076354,39.24110623687622,-0.7422184246516635,0.12121212121212122,10.817627520389923,132.0747046791046,98.87693733509334,64.5111359915546,133.2427386786321,11.63665435268367,121.64742933431629
