Ticker,Company,Status,Method,Data Quality,Current Price,Current TTM EPS,Current TTM PE,Historical EPS Reports Used,PE_90D_Count,PE_90D_Min,PE_90D_Max,PE_90D_Mean,PE_90D_Median,PE_90D_Std,PE_90D_P10,PE_90D_P90,PE_90D_Current_ZScore,PE_90D_Current_Percentile,Value_90D_Min,Value_90D_Max,Value_90D_Mean,Value_90D_Lower_1Std,Value_90D_Upper_1Std,Value_90D_P10,Value_90D_P90,PE_180D_Count,PE_180D_Min,PE_180D_Max,PE_180D_Mean,PE_180D_Median,PE_180D_Std,PE_180D_P10,PE_180D_P90,PE_180D_Current_ZScore,PE_180D_Current_Percentile,Value_180D_Min,Value_180D_Max,Value_180D_Mean,Value_180D_Lower_1Std,Value_180D_Upper_1Std,Value_180D_P10,Value_180D_P90
GOOG,Alphabet Inc.,OK,SEC point-in-time,High,330.39,19.93,16.577522,38,61,15.988950092309926,28.30663662116824,21.54451136684332,17.913108683901775,4.997083822567274,16.75941701033557,27.620137765333002,-0.9939775963757016,0.06557377049180328,318.6597753397368,564.1512678598831,429.3821115411874,329.7902309574216,528.9739921249532,334.01518101598793,550.4693456630868,123,15.988950092309926,32.24051702254134,25.29750886568388,27.28029545758412,5.2562464435205145,16.966750155975326,30.409306599655558,-1.6589760315430402,0.032520325203252036,318.6597753397368,642.5535042592489,504.17935169307975,399.4223600737159,608.9363433124436,338.1473306085882,606.0574805311353
MSFT,Microsoft Corporation,OK,SEC point-in-time,High,492.44,17.95,27.433983,68,61,21.00178491501581,28.608915281162954,25.035429407371804,23.8750003633045,2.4139353266671315,22.203570774623326,27.911977103825734,0.9936279427750155,0.7377049180327869,376.9820392245338,513.530029296875,449.3859578623239,406.05581874864885,492.7160969759989,398.5540954044887,501.01998901367193,123,21.00178491501581,28.608915281162954,24.8649198207932,24.584739546689338,1.9043401383345324,22.714523315429688,27.642116706019326,1.3490568872079811,0.8699186991869918,376.9820392245338,513.530029296875,446.32531078323797,412.1424053001331,480.5082162663428,407.7256935119629,496.1759948730469
META,"Meta Platforms, Inc.",OK,SEC point-in-time,High,644.38,26.54,24.279577,56,61,19.740727095170456,24.77490900213068,21.927443209576865,21.810473835189807,1.206175453906601,20.483271928267044,23.491273082386364,1.9500759883688286,0.9508196721311475,523.9188971058239,657.5260849165483,581.95434278217,549.9424462354888,613.9662393288511,543.6260369762073,623.4583876065341,123,19.740727095170456,29.312472873263886,23.156318836654222,22.287635387073863,2.3986978301046475,20.64545498934659,26.973010664444974,0.46827830885925864,0.7398373983739838,523.9188971058239,777.9530300564235,614.568701924803,550.9072615138257,678.2301423357804,547.9303754172585,715.8637030343696
AMZN,"Amazon.com, Inc.",OK,SEC point-in-time,High,251.89,12.42,20.280998,68,61,20.305711496096894,30.497608458596556,25.34041533628371,27.614832608893728,3.850950537550109,20.806919137796662,29.572965996117116,-1.3138100027382849,0.0,252.19693678152342,378.7802970557692,314.72795847664366,266.89915280027134,362.556764153016,258.42193569143456,367.2962376717746,123,20.305711496096894,36.818687619857045,28.538977379348548,29.30822864569713,4.504746737186952,21.006435845421862,33.415341769634765,-1.8331728421441402,0.0,252.19693678152342,457.2881002386245,354.454099051509,298.505144575647,410.4030535273709,260.8999332001395,415.01854477886377
AAPL,Apple Inc.,OK,SEC point-in-time,High,326.57,8.73,37.40779,68,61,33.311137275603436,41.171911207296084,36.86978171506694,36.11710523217746,1.9474837274140593,35.03147522416011,40.31718995322904,0.27625816706948486,0.6721311475409836,290.80622841601803,359.4307848396948,321.87319437253444,304.8716614322097,338.87472731285914,305.8247787069178,351.96906829168955,123,31.218987959849684,41.171911207296084,35.64894745295939,35.63030956807011,2.3325784470395114,32.21645538716377,38.38886177857332,0.7540336100048064,0.7886178861788617,272.54176488948775,359.4307848396948,311.21531126433547,290.85190142168057,331.57872110699043,281.24965552993973,335.1347633269451
NVDA,NVIDIA Corporation,OK,SEC point-in-time,High,218.36,7.73,28.248383,66,61,26.505689464236326,34.502297557696444,31.213267257799995,31.339968437440174,1.9389128197515204,28.537294023709105,33.57120998785652,-1.5291477923076275,0.06557377049180328,204.88897955854682,266.7027601209935,241.27855590279398,226.29075980611472,256.2663519994732,220.5932828032714,259.50545320613094,123,26.505689464236326,48.11020520268654,34.672327932172436,33.30781010719755,4.905412327737461,29.840429051911844,42.48612322126116,-1.309562683619579,0.032520325203252036,204.88897955854682,371.8918862167669,268.01709491569295,230.09825762228238,305.9359322091035,230.66651657127858,328.4177325003488
AMD,"Advanced Micro Devices, Inc.",OK,SEC point-in-time,High,503.6,3.91,128.79796,64,61,117.26478243241887,190.4622862768955,151.2615083039485,162.2786925268955,24.888754508644787,120.68380243061135,179.42951139856558,-0.9025581531669685,0.3442622950819672,458.5052993107578,744.7075393426614,591.4324974684387,494.1174673396375,688.7475275972397,471.8736675036904,701.5693895683914,123,73.97735595703125,190.4622862768955,135.97041512352436,135.75409435835041,33.19261886392015,82.27773529628537,176.7429479380123,-0.21608584586016852,0.42276422764227645,289.2514617919922,744.7075393426614,531.6443231329803,401.86118337505246,661.4274628909081,321.7059450084758,691.0649264376281
AVGO,Broadcom Inc.,OK,SEC point-in-time,High,360.83,7.83,46.08301,35,61,59.16638874174553,71.17471044353162,63.845094241837394,63.37936832980189,3.1153554084360464,60.31281380804129,69.23127896377132,-5.701463208255335,0.0,463.27282384786747,557.2979827728526,499.9070879135868,475.51385506553254,524.300320761641,472.24933211696333,542.0809142863294,123,57.19493248774063,93.87329577470153,69.46167815835813,65.26289700271683,9.192764168780174,60.58236272878536,82.3629623918738,-2.543159786232212,0.0,447.8363213790091,735.027905915913,543.8849399799441,471.9055965383954,615.8642834214929,474.35990016638937,644.9019955283718
NFLX,"Netflix, Inc.",OK,SEC point-in-time,High,76.01,3.18,23.902515,68,0,,,,,,,,,,,,,,,,,23,35.93675816954359,42.60474344487245,38.52242658096891,37.7667996252007,2.090005653539248,36.32885356194415,41.7612647256361,-6.995154083057778,0.0,114.27889097914861,135.48308415469438,122.50131652748115,115.85509854922633,129.14753450573596,115.52575432698241,132.8008218275228
