Ticker,Company,Price,Market Cap,TTM EPS,Forward EPS,TTM PE,Forward PE,PEG,PS,EP,Forward EP,10Y Yield,ERP
GOOG,Alphabet Inc.,341.7,4178969100288.0,19.93,14.74619,17.145008,23.172089,0.93,9.372703,0.05832601697395376,0.04315537020778461,0.04652999877929687,-0.0033746285715122656
MSFT,Microsoft Corporation,484.31,3596265979904.0,17.96,23.57328,26.966038,20.54487,1.61,10.837381,0.03708368606884021,0.04867394850405732,0.04652999877929687,0.0021439497247604453
META,"Meta Platforms, Inc.",546.03,1391014838272.0,26.53,34.70468,20.581606,15.733613,0.88,6.0943403,0.04858707397029468,0.06355819277329085,0.04652999877929687,0.017028193993993974
AMZN,"Amazon.com, Inc.",265.84,2867433570304.0,12.43,10.40326,21.386967,25.553528,1.4,3.6966705,0.04675744808907614,0.03913353897080951,0.04652999877929687,-0.0073964598084873615
AAPL,Apple Inc.,316.83,4623874129920.0,8.71,9.5393,36.375427,33.213127,2.47,9.9049835,0.027491083546381346,0.030108575576807756,0.04652999877929687,-0.016421423202489117
NVDA,NVIDIA Corporation,217.56,5269520646144.0,6.53,12.8386,33.316998,16.945772,0.62,20.787802,0.030014708586137157,0.05901176686890972,0.04652999877929687,0.012481768089612849
AMD,"Advanced Micro Devices, Inc.",466.42,761419005952.0,3.92,15.46743,118.984695,30.154978,1.1,18.434063,0.008404442348098281,0.03316202135414433,0.04652999877929687,-0.013367977425152541
AVGO,Broadcom Inc.,362.48,1724527804416.0,6.0,19.53226,60.413334,18.558016,0.44,22.852022,0.01655263738689031,0.05388506952107702,0.04652999877929687,0.0073550707417801495
NFLX,"Netflix, Inc.",80.22,334031224832.0,3.18,3.82319,25.226416,20.98248,1.75,6.9056425,0.039640987284966345,0.04765881326352531,0.04652999877929687,0.001128814484228434
