Ticker,Company,Price,Market Cap,TTM EPS,Forward EPS,TTM PE,Forward PE,PEG,PS,EP,Forward EP,10Y Yield,ERP
GOOG,Alphabet Inc.,351.28,4286519705600.0,13.1,14.55347,26.815266,24.1372,1.32,10.145657,0.03729218856752448,0.04142982805739012,0.043720002174377444,-0.0022901741169873216
MSFT,Microsoft Corporation,368.57,2737898258432.0,16.81,19.36884,21.92564,19.029018,1.15,8.602358,0.045608703909705076,0.05255131996635646,0.043720002174377444,0.008831317791979015
META,"Meta Platforms, Inc.",562.6,1428116865024.0,27.51,36.24596,20.450745,15.521729,0.8,6.6435475,0.04889797369356559,0.06442580874511197,0.043720002174377444,0.02070580657073453
AMZN,"Amazon.com, Inc.",240.14,2583212326912.0,7.59,9.88054,31.638998,24.30434,1.83,3.4777813,0.0316065628383443,0.041144915465978184,0.043720002174377444,-0.00257508670839926
AAPL,Apple Inc.,281.74,4138015391744.0,8.25,9.60892,34.150303,29.320671,2.29,9.166217,0.02928231702988571,0.03410562930361326,0.043720002174377444,-0.009614372870764186
NVDA,NVIDIA Corporation,194.97,4722368446464.0,6.53,12.76443,29.85758,15.274478,0.59,18.629333,0.03349233215366467,0.06546868749038313,0.043720002174377444,0.02174868531600569
AMD,"Advanced Micro Devices, Inc.",539.49,879692677120.0,3.02,13.16815,178.63907,40.969307,1.25,23.487282,0.005597879478766984,0.02440851544977664,0.043720002174377444,-0.019311486724600802
AVGO,Broadcom Inc.,372.45,1771960795136.0,6.0,19.39578,62.075,19.202631,0.66,23.480564,0.016109544905356425,0.05207619814740233,0.043720002174377444,0.008356195973024887
NFLX,"Netflix, Inc.",73.78,310672719872.0,3.1,3.84241,23.800001,19.20149,1.45,6.6255655,0.04201680672268908,0.0520792897804283,0.043720002174377444,0.008359287606050855
