Ticker,Company,Price,Market Cap,TTM EPS,Forward EPS,TTM PE,Forward PE,PEG,PS,EP,Forward EP,10Y Yield,ERP
GOOG,Alphabet Inc.,341.45,4175911452672.0,19.93,14.74619,17.132463,23.155134,0.93,9.365845,0.05836872162834968,0.0431869673451457,0.04723999977111817,-0.004053032425972464
MSFT,Microsoft Corporation,480.35,3566861025280.0,17.93,23.57328,26.790295,20.376884,1.61,10.74877,0.03732694909961486,0.04907521598834183,0.04723999977111817,0.0018352162172236633
META,"Meta Platforms, Inc.",568.97,1449454469120.0,26.54,34.885,21.438204,16.309875,0.88,6.350377,0.04664569309453925,0.06131254723447633,0.04723999977111817,0.014072547463358162
AMZN,"Amazon.com, Inc.",261.31,2818571501568.0,12.42,10.40326,21.039452,25.118088,1.4,3.633678,0.047529753932111285,0.039811947495312076,0.04723999977111817,-0.007428052275806091
AAPL,Apple Inc.,305.59,4459835424768.0,8.72,9.50771,35.044724,32.14128,2.47,9.55359,0.028534965149383165,0.031112634575738735,0.04723999977111817,-0.016127365195379433
NVDA,NVIDIA Corporation,225.01,5449966944256.0,6.53,12.79836,34.457886,17.581158,0.62,21.499647,0.029020932403004313,0.056879072041242616,0.04723999977111817,0.009639072270124449
AMD,"Advanced Micro Devices, Inc.",506.0,826032324608.0,3.91,15.45987,129.41176,32.7299,1.1,19.99836,0.007727272727272728,0.03055310276679842,0.04723999977111817,-0.01668689700431975
AVGO,Broadcom Inc.,392.43,1867017224192.0,6.01,19.53066,65.29617,20.093021,0.44,24.740173,0.0153148332186632,0.049768519226358846,0.04723999977111817,0.0025285194552406784
NFLX,"Netflix, Inc.",76.02,316542681088.0,3.18,3.81668,23.905659,19.917833,1.75,6.5440907,0.04183109707971587,0.05020626151012891,0.04723999977111817,0.0029662617390107462
